"Player","Season","Team","Position","GP","TOI","Opp #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Moritz Seider","25-26","DET","D",60,1206.22,609,14.59,29.16,0.58,0.017,0.22,0.22,0.47,-0.11,0.02,0.003,0.21,0.01,0.2,0.02
"Nate Danielson","25-26","DET","C",28,265.7,390,13.77,27.48,0.1,-0.009,0.14,0.14,0.16,0.06,-0.003,0.006,0.12,0.01,0.13,0.01
"Nate Schmidt","25-26","UTA","D",59,1008.08,624,14.42,28.86,0.4,0.015,0.2,0.19,0.33,-0.07,0.01,-0.005,0.18,0.02,0.17,0.02
"Nathan Bastian","25-26","DAL","R",26,217.37,375,13.78,27.55,0.04,-0.002,0.14,0.15,0.1,0.06,0.003,0.005,0.13,0.01,0.15,0.01
"Nathan MacKinnon","25-26","COL","C",57,969.62,592,14.82,29.65,0.65,0.022,0.21,0.21,0.44,-0.2,0.015,-0.007,0.18,0.02,0.18,0.03
"Nathan Walker","25-26","STL","L",39,420.92,502,14.07,27.98,0.11,0.007,0.16,0.15,0.15,0.04,0.005,-0.002,0.14,0.02,0.14,0.01
"Nazem Kadri","25-26","CGY","C",58,896.55,614,14.49,28.89,0.17,0.01,0.21,0.2,0.17,0,0.009,-0.001,0.19,0.02,0.18,0.02
"Neal Pionk","25-26","WPG","D",40,707.9,537,14.59,29.1,0.43,0.02,0.2,0.2,0.36,-0.07,0.021,0.001,0.18,0.01,0.19,0.01
"Nic Dowd","25-26","WSH","C",54,680.45,607,14.28,28.54,0.42,0.012,0.18,0.18,0.33,-0.08,0.011,-0.001,0.16,0.02,0.16,0.02
"Nicholas Robertson","25-26","TOR","L",57,639.53,620,13.9,27.74,0.23,0.007,0.16,0.16,0.18,-0.05,0.002,-0.005,0.14,0.03,0.14,0.02
"Nick Bjugstad","25-26","STL","C",35,366.65,474,14.1,28.15,0.26,0.012,0.17,0.17,0.3,0.04,0.015,0.003,0.17,0,0.17,0
"Nick Blankenburg","25-26","NSH","D",47,668.87,505,14.18,28.3,0.26,0.009,0.17,0.16,0.21,-0.05,0.003,-0.006,0.15,0.02,0.14,0.02
"Nick Cousins","25-26","OTT","C",58,627.53,623,13.96,27.88,0.27,0.004,0.17,0.16,0.18,-0.09,-0.002,-0.006,0.14,0.02,0.13,0.03
"Nick Desimone","25-26","UTA","D",33,460.73,442,14,27.91,0.27,0.014,0.18,0.18,0.1,-0.17,-0.002,-0.016,0.13,0.04,0.14,0.04
"Nick Foligno","25-26","CHI","L",35,358.08,494,13.98,27.99,0.41,0.01,0.17,0.16,0.31,-0.1,0.006,-0.004,0.14,0.03,0.14,0.02
"Nick Jensen","25-26","OTT","D",56,892.2,624,14.26,28.48,0.28,0.009,0.18,0.18,0.18,-0.1,0.004,-0.005,0.16,0.02,0.15,0.03
"Nick Lardis","25-26","CHI","L",21,224,345,13.9,27.8,0.27,0.011,0.19,0.19,0.06,-0.2,0.006,-0.005,0.17,0.03,0.16,0.03
"Nick Leddy","25-26","S.J","D",19,300.05,247,14.24,28.18,0.85,0.028,0.21,0.21,0.45,-0.4,0.016,-0.011,0.17,0.03,0.17,0.04
"Nick Paul","25-26","T.B","L",34,405.12,455,13.84,27.67,0.01,-0.001,0.14,0.15,-0.05,-0.06,-0.006,-0.006,0.12,0.02,0.13,0.02
"Nick Perbix","25-26","NSH","D",56,900.95,606,14.59,29.15,0.37,0.017,0.22,0.2,0.35,-0.01,0.016,-0.001,0.2,0.01,0.19,0.01
"Nick Schmaltz","25-26","UTA","C",59,850.77,619,14.73,29.48,0.63,0.024,0.22,0.22,0.41,-0.22,0.015,-0.009,0.19,0.03,0.18,0.03
"Nick Seeler","25-26","PHI","D",59,954.52,612,14.27,28.54,0.51,0.017,0.2,0.2,0.4,-0.11,0.017,0,0.18,0.01,0.19,0.01
"Nick Suzuki","25-26","MTL","C",59,918.77,599,15,29.98,0.65,0.029,0.25,0.24,0.44,-0.22,0.023,-0.006,0.23,0.03,0.22,0.03
"Nico Hischier","25-26","N.J","C",60,908.57,612,14.77,29.51,0.8,0.03,0.23,0.24,0.54,-0.26,0.028,-0.002,0.21,0.02,0.22,0.02
"Nico Sturm","25-26","MIN","C",37,337.6,472,14.03,28.06,0.22,0.009,0.16,0.17,0.16,-0.06,0.005,-0.004,0.14,0.02,0.15,0.02
"Nicolas Deslauriers","25-26","PHI","L",22,180.68,284,13.52,27.08,0.06,0.008,0.17,0.14,0.02,-0.03,-0.001,-0.009,0.14,0.03,0.11,0.03
"Nicolas Hague","25-26","NSH","D",45,762.15,498,14.35,28.67,0.45,0.022,0.2,0.18,0.34,-0.11,0.014,-0.008,0.18,0.02,0.16,0.02
"Nicolas Roy","25-26","TOR","C",57,680.55,612,13.88,27.76,0.32,0.009,0.16,0.16,0.25,-0.08,0.005,-0.005,0.14,0.02,0.14,0.02
"Nikita Chibrikov","25-26","WPG","R",8,73.27,144,14.23,28.66,-0.07,-0.021,0.14,0.11,0.04,0.11,-0.007,0.014,0.16,-0.02,0.14,-0.02
"Nikita Grebenkin","25-26","PHI","R",45,494.03,532,13.92,27.89,0.36,0.009,0.18,0.17,0.3,-0.07,0.008,-0.001,0.17,0.02,0.16,0.02
"Nikita Kucherov","25-26","T.B","R",54,815.82,591,14.59,29.19,0.57,0.023,0.22,0.21,0.36,-0.21,0.018,-0.004,0.2,0.02,0.18,0.02
"Nikita Nesterenko","25-26","ANA","C",29,323.18,403,14.15,28.44,0.62,0.022,0.19,0.18,0.46,-0.16,0.015,-0.007,0.17,0.02,0.16,0.02
"Nikita Zadorov","25-26","BOS","D",58,1034.95,619,14.44,28.88,0.4,0.016,0.18,0.19,0.31,-0.09,0.013,-0.003,0.17,0.02,0.17,0.02
"Niko Mikkola","25-26","FLA","D",59,1036.72,612,14.5,29,0.71,0.027,0.23,0.23,0.47,-0.24,0.022,-0.005,0.21,0.03,0.2,0.03
"Nikolaj Ehlers","25-26","CAR","L",59,783.72,619,14.53,29.09,0.45,0.021,0.2,0.19,0.33,-0.12,0.01,-0.011,0.16,0.03,0.16,0.03
"Nikolas Matinpalo","25-26","OTT","D",30,414.57,430,13.86,27.69,0.4,0.01,0.19,0.16,0.31,-0.09,0.002,-0.008,0.15,0.03,0.13,0.03
"Nils Hoglander","25-26","VAN","L",20,218.47,270,14.03,27.96,-0.24,0.003,0.18,0.17,-0.07,0.18,-0.002,-0.005,0.14,0.04,0.15,0.02
"Nils Lundkvist","25-26","DAL","D",32,514.93,436,14.29,28.57,0.32,0.014,0.2,0.2,0.27,-0.06,0.013,-0.001,0.18,0.03,0.18,0.02
"Nino Niederreiter","25-26","WPG","R",55,664.68,603,14.25,28.47,0.36,0.018,0.18,0.19,0.29,-0.06,0.015,-0.003,0.16,0.03,0.17,0.02
"Noah Cates","25-26","PHI","L",59,730.83,609,14.45,28.91,0.57,0.023,0.21,0.21,0.43,-0.14,0.021,-0.001,0.19,0.02,0.19,0.01
"Noah Dobson","25-26","MTL","D",59,1078.93,602,14.73,29.43,0.48,0.023,0.23,0.22,0.37,-0.11,0.02,-0.003,0.21,0.02,0.2,0.02
"Noah Gregor","25-26","FLA","L",24,185,333,13.51,27,0.16,0.002,0.14,0.12,-0.02,-0.17,-0.011,-0.013,0.11,0.03,0.09,0.03
"Noah Hanifin","25-26","VGK","D",48,974.98,559,14.4,28.79,0.22,0.009,0.19,0.18,0.21,-0.01,0.006,-0.002,0.17,0.02,0.17,0.02
"Noah Juulsen","25-26","PHI","D",43,530.73,506,13.88,27.79,0.52,0.025,0.2,0.18,0.26,-0.26,0.009,-0.016,0.16,0.04,0.15,0.04
"Noah Laba","25-26","NYR","C",56,649.07,570,13.94,27.84,0.27,0.012,0.18,0.19,0.24,-0.03,0.013,0.001,0.17,0.02,0.17,0.01
"Noah Ostlund","25-26","BUF","C",48,573.08,557,14.17,28.3,0.41,0.017,0.19,0.19,0.25,-0.16,0.008,-0.009,0.15,0.04,0.16,0.03
"Noah Philp","25-26","EDM","C",15,140.73,254,13.79,27.54,0.19,0.01,0.18,0.16,0.24,0.04,0.006,-0.005,0.15,0.03,0.15,0.01
"Noel Acciari","25-26","PIT","C",44,457.6,512,14.14,28.19,0.3,0.009,0.18,0.17,0.22,-0.08,0.006,-0.003,0.15,0.03,0.15,0.02
"Olen Zellweger","25-26","ANA","D",57,902.73,601,14.28,28.5,0.37,0.008,0.18,0.17,0.3,-0.07,0.004,-0.004,0.16,0.02,0.15,0.02
"Oliver Bjorkstrand","25-26","T.B","R",58,595.77,599,13.87,27.77,0.3,0.008,0.16,0.16,0.2,-0.1,0,-0.008,0.14,0.03,0.14,0.03
"Oliver Ekman-Larsson","25-26","TOR","D",60,1102.38,632,14.38,28.76,0.48,0.018,0.2,0.2,0.33,-0.16,0.014,-0.004,0.17,0.03,0.17,0.02
"Oliver Kapanen","25-26","MTL","C",59,708.48,600,14.41,28.81,0.36,0.016,0.2,0.19,0.25,-0.11,0.011,-0.006,0.18,0.03,0.16,0.02
"Oliver Moore","25-26","CHI","C",47,544.93,582,14.17,28.26,0.22,0.009,0.19,0.18,0.27,0.05,0.007,-0.002,0.16,0.03,0.16,0.02
"Olle Lycksell","25-26","OTT","R",7,69.05,95,13.69,27.29,-0.53,-0.039,0.08,0.07,-0.62,-0.09,-0.032,0.007,0.09,-0.01,0.06,0.01
"Olli Maatta","25-26","UTA","D",20,236.83,301,13.73,27.55,-0.46,-0.017,0.16,0.14,-0.12,0.34,-0.013,0.004,0.14,0.02,0.13,0.01
"Ondrej Palat","25-26","N.J","L",51,582.93,583,14.46,28.89,0.53,0.026,0.22,0.23,0.45,-0.08,0.025,0,0.2,0.02,0.21,0.02
"Ondrej Palat","25-26","NYI","L",8,111.27,125,15.05,29.95,0.89,0.05,0.23,0.24,0.65,-0.24,0.036,-0.014,0.18,0.05,0.21,0.03
"Oskar Back","25-26","DAL","C",49,485.83,580,13.84,27.69,-0.03,-0.001,0.15,0.15,-0.01,0.02,-0.001,0,0.13,0.01,0.14,0.01
"Oskar Sundqvist","25-26","STL","C",43,443.28,506,14,27.93,0.51,0.021,0.18,0.18,0.31,-0.21,0.013,-0.008,0.16,0.02,0.16,0.02
"Otto Stenberg","25-26","STL","C",18,220.13,276,14.28,28.53,0.94,0.037,0.21,0.23,0.44,-0.5,0.02,-0.017,0.17,0.04,0.19,0.04
"Owen Beck","25-26","MTL","C",15,137.73,223,13.54,27,0.02,-0.004,0.09,0.09,-0.21,-0.23,-0.018,-0.014,0.04,0.05,0.04,0.06
"Owen Power","25-26","BUF","D",59,1074.23,598,14.4,28.86,0.55,0.021,0.2,0.2,0.4,-0.15,0.016,-0.005,0.18,0.02,0.18,0.02
"Owen Tippett","25-26","PHI","R",59,788.72,611,14.49,28.98,0.68,0.022,0.22,0.21,0.47,-0.21,0.018,-0.003,0.19,0.02,0.19,0.02
"Ozzy Wiesblatt","25-26","NSH","C",30,290.13,428,14.16,28.37,0.16,0.006,0.16,0.16,0.14,-0.02,0.003,-0.003,0.14,0.02,0.14,0.02
"Parker Ford","25-26","WPG","C",11,95.63,198,13.91,27.8,-0.05,-0.009,0.1,0.1,0.17,0.22,0.005,0.014,0.11,-0.01,0.12,-0.01
"Parker Kelly","25-26","COL","C",58,584.35,591,13.93,27.91,0.07,0.005,0.16,0.16,0.09,0.01,0.001,-0.004,0.14,0.02,0.14,0.02
"Parker Wotherspoon","25-26","PIT","D",58,1011.55,586,14.52,28.94,0.32,0.011,0.2,0.19,0.26,-0.05,0.01,-0.002,0.18,0.02,0.17,0.02
"Patrick Kane","25-26","DET","R",45,608.75,523,14.56,29.11,0.62,0.018,0.23,0.21,0.48,-0.13,0.017,-0.002,0.21,0.02,0.19,0.02
"Paul Cotter","25-26","N.J","L",57,631.18,609,13.88,27.73,0.34,0.016,0.19,0.18,0.26,-0.08,0.012,-0.004,0.17,0.02,0.16,0.02
"Pavel Buchnevich","25-26","STL","L",59,791.58,607,14.73,29.43,0.55,0.021,0.21,0.21,0.39,-0.15,0.018,-0.003,0.19,0.02,0.19,0.02
"Pavel Dorofeyev","25-26","VGK","R",59,800.35,595,14.25,28.55,0.32,0.007,0.18,0.17,0.27,-0.05,0.003,-0.005,0.15,0.02,0.15,0.02
"Pavel Mintyukov","25-26","ANA","D",53,800.8,569,14.29,28.5,0.25,0.006,0.18,0.17,0.21,-0.04,0.005,-0.001,0.16,0.02,0.15,0.02
"Pavel Zacha","25-26","BOS","C",56,700.97,607,14.56,29.09,0.37,0.018,0.21,0.2,0.35,-0.02,0.018,-0.001,0.19,0.02,0.19,0.02
"Pavol Regenda","25-26","S.J","L",17,194.2,258,14.45,28.81,0.26,0.018,0.19,0.19,0.25,-0.01,0.015,-0.003,0.17,0.02,0.18,0.02
"Peyton Krebs","25-26","BUF","C",60,784.08,602,14.36,28.77,0.51,0.019,0.2,0.2,0.34,-0.17,0.015,-0.004,0.17,0.02,0.17,0.02
"Philip Broberg","25-26","STL","D",58,1105.7,590,14.62,29.21,0.42,0.018,0.21,0.21,0.34,-0.07,0.016,-0.002,0.19,0.02,0.2,0.01
"Philip Tomasino","25-26","PIT","R",9,106.33,144,14.12,28.14,0.22,0.004,0.16,0.15,0.4,0.18,0.014,0.01,0.16,-0.01,0.16,-0.01
"Philipp Kurashev","25-26","S.J","C",36,468.37,444,14.65,29.23,0.73,0.023,0.21,0.2,0.66,-0.07,0.021,-0.001,0.19,0.02,0.19,0.01
"Philippe Myers","25-26","TOR","D",27,348.25,367,14.02,28.02,0.65,0.02,0.17,0.17,0.41,-0.25,0.013,-0.006,0.14,0.03,0.14,0.03
"Phillip Danault","25-26","L.A","C",30,404.65,431,14.43,28.91,0.25,0.006,0.18,0.18,0.26,0.01,0.013,0.007,0.18,0,0.17,0
"Phillip Danault","25-26","MTL","C",23,282.87,319,13.94,28.05,0.5,0.023,0.2,0.18,0.37,-0.12,0.013,-0.01,0.17,0.03,0.15,0.02
"Pierre-Luc Dubois","25-26","WSH","L",10,131.67,165,14.81,29.57,0.2,0.024,0.22,0.22,0.05,-0.15,0.009,-0.014,0.18,0.03,0.19,0.03
"Pierre-Olivier Joseph","25-26","VAN","D",23,294.78,368,14.05,27.91,0.16,0.013,0.2,0.19,0.14,-0.01,0.004,-0.009,0.17,0.03,0.16,0.02
"Pius Suter","25-26","STL","C",42,552.93,525,14.37,28.66,0.11,0.001,0.16,0.15,0.17,0.06,0.002,0.001,0.15,0.01,0.15,0
"Pontus Holmberg","25-26","T.B","R",51,678.45,553,14.56,29.16,0.51,0.011,0.22,0.22,0.44,-0.07,0.018,0.006,0.21,0,0.21,0.01
"Quinn Hughes","25-26","MIN","D",28,662.32,404,14.62,29.23,0.49,0.018,0.2,0.21,0.45,-0.03,0.023,0.005,0.2,0.01,0.2,0.01
"Quinn Hughes","25-26","VAN","D",26,553.12,392,14.45,29.02,0.56,0.027,0.22,0.21,0.49,-0.07,0.023,-0.004,0.2,0.02,0.19,0.02
"Quinton Byfield","25-26","L.A","R",58,865.8,606,14.71,29.39,0.47,0.02,0.22,0.21,0.42,-0.05,0.023,0.003,0.21,0.01,0.2,0.01
"Radek Faksa","25-26","DAL","C",56,522.68,622,13.77,27.58,0.15,0.003,0.15,0.15,0.11,-0.04,0.001,-0.002,0.13,0.02,0.13,0.02
"Radko Gudas","25-26","ANA","D",45,671.88,516,14.3,28.44,0.16,-0.002,0.17,0.15,0.16,-0.01,-0.002,0,0.15,0.02,0.14,0.02
"Rasmus Andersson","25-26","CGY","D",48,871.45,549,14.69,29.29,0.15,0.009,0.2,0.2,0.16,0,0.013,0.004,0.19,0.01,0.19,0.01
"Rasmus Andersson","25-26","VGK","D",10,189.02,166,14.51,28.94,0.28,0.011,0.21,0.21,0.27,-0.01,0.004,-0.007,0.19,0.02,0.18,0.03
"Rasmus Dahlin","25-26","BUF","D",56,1101.48,594,14.47,28.95,0.55,0.02,0.19,0.2,0.39,-0.16,0.016,-0.004,0.17,0.02,0.18,0.03
"Rasmus Ristolainen","25-26","PHI","D",22,381.13,311,14.35,28.75,0.23,0,0.17,0.18,0.28,0.05,0.007,0.007,0.17,0,0.18,0
"Rasmus Sandin","25-26","WSH","D",55,903.27,592,14.27,28.49,0.46,0.014,0.17,0.18,0.3,-0.16,0.008,-0.005,0.15,0.02,0.16,0.03
"Reid Schaefer","25-26","NSH","L",27,270.48,316,14.24,28.34,0.4,0.014,0.21,0.19,0.33,-0.07,0.01,-0.003,0.19,0.02,0.17,0.02
"Reilly Smith","25-26","VGK","R",55,674.3,571,14.24,28.51,0.39,0.013,0.18,0.18,0.38,-0.02,0.009,-0.004,0.17,0.02,0.16,0.02
"Rickard Rakell","25-26","PIT","R",37,543.65,433,14.81,29.57,0.65,0.013,0.19,0.18,0.44,-0.21,0.011,-0.002,0.18,0.02,0.16,0.02
"Ridly Greig","25-26","OTT","C",54,705.6,578,14.41,28.8,0.39,0.013,0.19,0.19,0.34,-0.05,0.012,-0.001,0.18,0.02,0.17,0.02
"Robby Fabbri","25-26","STL","C",15,179.63,190,14.05,28.35,0.34,0.023,0.23,0.22,-0.03,-0.37,0.008,-0.015,0.19,0.05,0.18,0.04
"Robert Thomas","25-26","STL","C",42,591.02,515,14.84,29.66,0.49,0.019,0.22,0.23,0.38,-0.11,0.016,-0.003,0.21,0.02,0.22,0.02
"Rodrigo Abols","25-26","PHI","C",42,408.12,475,13.62,27.18,0.08,0.002,0.13,0.13,0.01,-0.07,-0.003,-0.005,0.11,0.03,0.11,0.02
"Roman Josi","25-26","NSH","D",47,914.88,518,14.44,28.89,0.57,0.022,0.22,0.21,0.46,-0.1,0.02,-0.002,0.2,0.02,0.19,0.01
"Roope Hintz","25-26","DAL","C",52,682.82,608,14.7,29.4,0.5,0.018,0.22,0.21,0.4,-0.1,0.016,-0.001,0.2,0.02,0.19,0.02
"Ross Colton","25-26","COL","C",55,650.28,584,14.3,28.63,0.27,0.008,0.18,0.17,0.27,0,0.008,0,0.17,0.02,0.16,0.01
"Ross Johnston","25-26","ANA","L",56,537.87,592,13.92,27.75,0.02,-0.003,0.16,0.14,0.08,0.05,-0.005,-0.002,0.14,0.02,0.13,0.02
"Rutger McGroarty","25-26","PIT","R",20,226.47,277,13.91,27.88,0.31,0.014,0.21,0.2,0.08,-0.23,0.008,-0.007,0.18,0.03,0.17,0.03
"Ryan Donato","25-26","CHI","C",59,775.55,637,14.37,28.72,0.34,0.014,0.21,0.2,0.33,-0.01,0.012,-0.001,0.19,0.02,0.18,0.02
"Ryan Graves","25-26","PIT","D",19,281,309,13.93,27.82,0.08,0.007,0.16,0.15,0.08,-0.01,0.004,-0.003,0.14,0.02,0.14,0.02
"Ryan Greene","25-26","CHI","C",58,764.57,633,14.51,28.99,0.42,0.017,0.21,0.2,0.38,-0.04,0.015,-0.001,0.19,0.02,0.18,0.02
"Ryan Hartman","25-26","MIN","R",56,808.25,606,14.45,28.89,0.4,0.017,0.19,0.19,0.35,-0.04,0.018,0.001,0.18,0.01,0.18,0.01
"Ryan Leonard","25-26","WSH","R",55,648.1,606,14.33,28.66,0.21,0.006,0.17,0.17,0.12,-0.09,0.003,-0.002,0.15,0.02,0.15,0.02
"Ryan Lindgren","25-26","SEA","D",57,883.03,594,14.43,28.79,0.18,0.009,0.19,0.19,0.24,0.06,0.011,0.002,0.17,0.02,0.18,0.01
"Ryan Lomberg","25-26","CGY","L",50,441.5,551,13.77,27.43,-0.24,-0.008,0.14,0.14,-0.2,0.04,-0.009,-0.001,0.13,0.02,0.12,0.02
"Ryan McDonagh","25-26","T.B","D",25,391.53,371,14.64,29.29,0.82,0.025,0.24,0.23,0.64,-0.18,0.024,-0.001,0.22,0.02,0.22,0.02
"Ryan McLeod","25-26","BUF","C",60,796.62,602,14.44,28.9,0.65,0.022,0.2,0.21,0.46,-0.19,0.019,-0.004,0.18,0.02,0.19,0.02
"Ryan Nugent-Hopkins","25-26","EDM","C",52,697.32,550,14.67,29.27,0.13,0.001,0.18,0.16,0.19,0.05,0.003,0.003,0.17,0.01,0.15,0.01
"Ryan O'Reilly","25-26","NSH","C",59,869.18,609,14.91,29.82,0.6,0.028,0.23,0.23,0.54,-0.07,0.028,0.001,0.22,0.01,0.22,0.01
"Ryan Poehling","25-26","ANA","C",51,601.87,563,14.18,28.26,0.18,0.004,0.17,0.17,0.22,0.03,0.004,0.001,0.16,0.01,0.16,0.01
"Ryan Pulock","25-26","NYI","D",58,1024.65,607,14.84,29.62,0.65,0.027,0.23,0.24,0.51,-0.14,0.026,-0.001,0.21,0.02,0.22,0.02
"Ryan Reaves","25-26","S.J","R",47,372.17,521,13.6,27.12,0.11,0.001,0.12,0.12,0.09,-0.02,-0.007,-0.008,0.09,0.03,0.09,0.03
"Ryan Shea","25-26","PIT","D",58,954.02,584,14.33,28.59,0.17,0.003,0.17,0.17,0.2,0.03,0.005,0.002,0.16,0.01,0.15,0.01
"Ryan Strome","25-26","ANA","C",32,341.33,431,14.2,28.3,0.33,0.006,0.17,0.16,0.26,-0.08,0.002,-0.005,0.15,0.02,0.14,0.02
"Ryan Winterton","25-26","SEA","C",56,596.1,592,14.15,28.23,0.08,0.009,0.18,0.19,0.17,0.1,0.011,0.002,0.17,0.01,0.18,0.01
"Ryker Evans","25-26","SEA","D",44,695.42,524,14.12,28.13,0.07,0.007,0.15,0.15,0.11,0.04,0.003,-0.004,0.12,0.03,0.13,0.02
"Sam Bennett","25-26","FLA","C",59,808.22,611,14.47,28.95,0.66,0.026,0.23,0.21,0.41,-0.25,0.02,-0.006,0.21,0.02,0.18,0.02
"Sam Carrick","25-26","NYR","C",59,552.32,595,13.73,27.45,0.32,0.012,0.17,0.18,0.17,-0.15,0.007,-0.005,0.15,0.03,0.15,0.03
"Sam Colangelo","25-26","ANA","R",9,85.43,162,13.99,28.18,0.22,-0.011,0.13,0.11,0.24,0.01,-0.007,0.003,0.12,0.01,0.09,0.02
"Sam Dickinson","25-26","S.J","D",47,692.02,510,13.99,27.9,0.3,0.006,0.15,0.14,0.29,-0.01,0.004,-0.002,0.13,0.02,0.13,0.02
"Sam Lafferty","25-26","CHI","C",19,167.97,322,13.86,27.7,0.11,0.014,0.2,0.15,0.06,-0.06,-0.006,-0.02,0.14,0.06,0.12,0.04
"Sam Malinski","25-26","COL","D",58,925.42,593,14.24,28.5,0.26,0.012,0.18,0.17,0.22,-0.03,0.008,-0.004,0.16,0.02,0.15,0.02
"Sam Reinhart","25-26","FLA","C",59,836.57,610,14.84,29.7,0.73,0.026,0.25,0.25,0.56,-0.17,0.028,0.002,0.24,0.01,0.24,0.01
"Sam Rinzel","25-26","CHI","D",32,459.78,432,14.59,29.21,0.42,0.014,0.19,0.18,0.49,0.07,0.017,0.003,0.18,0.01,0.17,0.01
