"Player","Season","Team","Position","GP","TOI","Opp #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Sam Steel","25-26","DAL","C",59,793.82,627,14.49,29,0.49,0.016,0.19,0.19,0.4,-0.09,0.018,0.001,0.18,0.01,0.18,0.01
"Sammy Blais","25-26","MTL","L",13,110.4,217,13.57,27.33,0.31,0.005,0.1,0.1,0.16,-0.15,0.004,-0.001,0.11,-0.01,0.1,0
"Sammy Blais","25-26","TOR","L",8,64.47,143,13.54,26.9,0.57,0.012,0.11,0.14,0.48,-0.09,0.011,-0.001,0.11,0,0.13,0.01
"Samuel Girard","25-26","COL","D",40,660.43,485,14.14,28.32,0.14,0.009,0.17,0.17,0.13,-0.01,0.004,-0.006,0.15,0.02,0.14,0.02
"Samuel Helenius","25-26","L.A","C",31,246.23,391,13.67,27.21,0.2,0.018,0.18,0.15,0.02,-0.18,0.001,-0.017,0.13,0.04,0.11,0.04
"Samuel Honzek","25-26","CGY","L",18,193.55,260,14.56,28.95,-0.06,0.009,0.21,0.22,0.03,0.08,0.005,-0.005,0.18,0.02,0.21,0.02
"Sandis Vilmanis","25-26","FLA","L",16,158.22,237,13.83,27.76,0.31,0.02,0.23,0.22,0.13,-0.18,0.006,-0.014,0.17,0.06,0.17,0.05
"Scott Laughton","25-26","TOR","C",42,466.1,531,14.08,28.21,0.56,0.025,0.2,0.2,0.33,-0.23,0.018,-0.007,0.17,0.03,0.17,0.03
"Scott Mayfield","25-26","NYI","D",58,890.33,608,14.08,28.12,0.32,0.013,0.17,0.17,0.24,-0.08,0.006,-0.007,0.14,0.03,0.14,0.03
"Scott Morrow","25-26","NYR","D",29,406.8,395,13.87,27.78,0.48,0.016,0.21,0.21,0.27,-0.21,0.008,-0.009,0.17,0.03,0.17,0.04
"Scott Sabourin","25-26","T.B","R",13,99.93,168,13,26.3,-0.14,-0.012,0.11,0.1,-0.15,-0.01,-0.018,-0.005,0.11,0.01,0.08,0.02
"Sean Couturier","25-26","PHI","C",58,780.2,607,14.38,28.77,0.67,0.019,0.21,0.21,0.46,-0.21,0.018,-0.002,0.19,0.02,0.19,0.02
"Sean Durzi","25-26","UTA","D",38,675.28,501,14.48,29.03,0.54,0.02,0.21,0.2,0.36,-0.17,0.012,-0.009,0.18,0.03,0.17,0.03
"Sean Kuraly","25-26","BOS","C",59,624.17,619,13.89,27.77,0.12,0.003,0.15,0.15,0.09,-0.03,0,-0.004,0.13,0.02,0.14,0.01
"Sean Monahan","25-26","CBJ","C",54,712.97,622,14.59,29.12,0.46,0.021,0.22,0.22,0.44,-0.02,0.021,0,0.2,0.02,0.2,0.02
"Sean Walker","25-26","CAR","D",59,1103.68,621,14.56,29.14,0.4,0.019,0.2,0.2,0.36,-0.05,0.015,-0.004,0.18,0.02,0.18,0.02
"Sebastian Aho","25-26","CAR","C",59,835.5,618,14.93,29.89,0.5,0.024,0.22,0.22,0.41,-0.09,0.022,-0.002,0.21,0.02,0.2,0.02
"Seth Jarvis","25-26","CAR","C",51,694.18,565,14.9,29.8,0.44,0.024,0.23,0.22,0.36,-0.08,0.022,-0.002,0.22,0.02,0.2,0.02
"Seth Jones","25-26","FLA","D",40,674,529,14.55,29.06,0.77,0.026,0.21,0.21,0.5,-0.27,0.022,-0.003,0.19,0.02,0.19,0.02
"Shakir Mukhamadullin","25-26","S.J","D",27,398.13,343,14.38,28.62,0.39,0.012,0.22,0.2,0.39,0,0.007,-0.005,0.19,0.03,0.18,0.02
"Shane Pinto","25-26","OTT","C",49,679.48,580,14.82,29.64,0.61,0.022,0.24,0.25,0.53,-0.08,0.024,0.002,0.23,0.01,0.23,0.01
"Shane Wright","25-26","SEA","C",59,720.55,599,14,27.93,0.02,0.002,0.15,0.16,0.07,0.06,0,-0.002,0.13,0.02,0.14,0.02
"Shayne Gostisbehere","25-26","CAR","D",42,671.73,523,14.26,28.58,0.26,0.012,0.18,0.18,0.2,-0.06,0.008,-0.005,0.16,0.02,0.15,0.02
"Shea Theodore","25-26","VGK","D",47,926.92,538,14.67,29.42,0.53,0.014,0.22,0.21,0.46,-0.07,0.014,0,0.2,0.01,0.2,0.01
"Sidney Crosby","25-26","PIT","C",56,877.18,580,14.89,29.72,0.6,0.022,0.22,0.21,0.44,-0.16,0.018,-0.003,0.2,0.02,0.19,0.02
"Simon Benoit","25-26","TOR","D",52,794.43,603,14.12,28.25,0.49,0.016,0.18,0.17,0.35,-0.14,0.012,-0.005,0.15,0.03,0.15,0.02
"Simon Edvinsson","25-26","DET","D",50,1010.22,527,14.52,29.01,0.35,0.007,0.21,0.21,0.27,-0.08,0.011,0.004,0.19,0.01,0.19,0.02
"Simon Holmstrom","25-26","NYI","R",58,739.17,591,14.49,28.91,0.53,0.022,0.2,0.19,0.47,-0.06,0.02,-0.001,0.18,0.02,0.18,0.02
"Simon Nemec","25-26","N.J","D",46,811.47,570,14.26,28.51,0.42,0.017,0.2,0.2,0.3,-0.12,0.015,-0.002,0.19,0.02,0.18,0.02
"Sonny Milano","25-26","WSH","L",31,241.75,413,13.8,27.49,-0.09,-0.005,0.11,0.13,-0.07,0.02,-0.008,-0.003,0.09,0.01,0.11,0.01
"Spencer Stastney","25-26","EDM","D",30,430.07,369,14.13,28.19,-0.1,-0.011,0.15,0.12,0.13,0.24,-0.003,0.007,0.15,0,0.12,0
"Spencer Stastney","25-26","NSH","D",30,396.98,415,14.09,28.23,0.42,0.015,0.16,0.16,0.24,-0.18,0.003,-0.012,0.13,0.03,0.13,0.03
"Stefan Noesen","25-26","N.J","R",38,374.87,482,13.85,27.72,0.42,0.016,0.19,0.18,0.24,-0.18,0.008,-0.008,0.16,0.03,0.15,0.03
"Stephen Halliday","25-26","OTT","C",27,168.78,377,13.59,26.98,-0.1,-0.001,0.14,0.12,-0.1,0,-0.012,-0.011,0.11,0.04,0.09,0.04
"Steven Lorentz","25-26","TOR","C",52,497.9,576,13.98,27.98,0.33,0.013,0.18,0.17,0.22,-0.11,0.008,-0.004,0.15,0.03,0.15,0.03
"Steven Santini","25-26","T.B","D",9,101.77,144,13.6,27.24,-0.25,-0.019,0.04,0.04,-0.15,0.11,-0.028,-0.01,0.03,0.01,0.02,0.02
"Steven Stamkos","25-26","NSH","C",59,808.98,612,14.55,29.09,0.5,0.018,0.21,0.2,0.38,-0.12,0.013,-0.006,0.18,0.02,0.18,0.02
"Tage Thompson","25-26","BUF","C",60,894.62,600,14.67,29.35,0.77,0.027,0.22,0.22,0.49,-0.28,0.02,-0.008,0.19,0.03,0.19,0.03
"Tanner Jeannot","25-26","BOS","L",55,629.02,611,14.05,28.1,0.28,0.011,0.17,0.16,0.19,-0.09,0.005,-0.006,0.15,0.02,0.15,0.02
"Tanner Laczynski","25-26","VGK","C",10,99.65,164,14.05,28.06,0.13,0.01,0.2,0.19,0.18,0.06,-0.002,-0.013,0.17,0.03,0.15,0.03
"Tanner Pearson","25-26","WPG","L",49,468.75,577,14.2,28.31,0.29,0.014,0.17,0.17,0.3,0.01,0.016,0.002,0.15,0.02,0.16,0.01
"Taylor Hall","25-26","CAR","L",59,727.32,620,13.91,27.84,0.14,0.008,0.15,0.16,0.13,-0.01,-0.001,-0.009,0.12,0.03,0.13,0.03
"Taylor Makar","25-26","COL","L",12,74.52,179,13.57,27.16,-0.1,0.005,0.16,0.18,-0.12,-0.03,-0.008,-0.013,0.12,0.05,0.14,0.04
"Taylor Raddysh","25-26","NYR","R",56,598.48,577,13.88,27.8,0.36,0.015,0.19,0.19,0.28,-0.09,0.016,0.001,0.18,0.02,0.17,0.02
"Taylor Ward","25-26","L.A","R",17,168.8,255,14.04,27.83,-0.16,0.008,0.18,0.18,-0.15,0.01,0.001,-0.007,0.15,0.03,0.15,0.03
"Teddy Blueger","25-26","VAN","C",12,168.02,198,14.59,29.05,-0.05,0.002,0.23,0.21,0.25,0.3,0.022,0.02,0.24,-0.01,0.23,-0.02
"Teuvo Teravainen","25-26","CHI","C",52,653.65,596,14.46,28.87,0.26,0.01,0.2,0.18,0.31,0.05,0.01,0.001,0.18,0.02,0.17,0.01
"Thomas Chabot","25-26","OTT","D",44,791.38,528,14.35,28.72,0.5,0.015,0.21,0.21,0.31,-0.19,0.01,-0.006,0.19,0.03,0.18,0.03
"Thomas Harley","25-26","DAL","D",47,932.22,507,14.42,28.88,0.53,0.022,0.21,0.21,0.4,-0.13,0.02,-0.002,0.19,0.02,0.19,0.02
"Thomas Novak","25-26","PIT","C",58,730.08,585,14.31,28.54,0.2,0.008,0.18,0.17,0.22,0.01,0.006,-0.001,0.16,0.01,0.16,0.01
"Tim Stützle","25-26","OTT","C",59,845.38,627,14.53,29.01,0.47,0.015,0.21,0.2,0.32,-0.15,0.008,-0.006,0.18,0.03,0.17,0.03
"Tim Washe","25-26","ANA","C",15,145.95,217,14.1,27.94,0.21,0.003,0.19,0.18,0.26,0.05,0.004,0,0.17,0.01,0.17,0.02
"Timo Meier","25-26","N.J","R",55,848.8,604,14.64,29.25,0.67,0.023,0.23,0.23,0.46,-0.21,0.024,0.001,0.21,0.02,0.21,0.02
"Timothy Liljegren","25-26","S.J","D",43,715.67,497,14.61,29.16,0.71,0.028,0.22,0.21,0.57,-0.13,0.019,-0.009,0.19,0.03,0.18,0.03
"Tobias Bjornfot","25-26","FLA","D",10,109.8,162,13.64,27.47,-0.23,-0.006,0.17,0.15,-0.2,0.03,-0.009,-0.003,0.14,0.03,0.13,0.02
"Tom Willander","25-26","VAN","D",47,641.07,577,14.2,28.33,0.02,0.005,0.19,0.18,0.12,0.1,0.004,-0.001,0.17,0.02,0.17,0.01
"Tom Wilson","25-26","WSH","R",52,699.08,581,14.81,29.51,0.73,0.023,0.2,0.21,0.56,-0.17,0.022,-0.001,0.18,0.02,0.19,0.02
"Tomas Hertl","25-26","VGK","C",59,784.93,595,14.29,28.61,0.38,0.011,0.18,0.18,0.31,-0.07,0.006,-0.005,0.16,0.02,0.15,0.02
"Tony Deangelo","25-26","NYI","D",60,1014.32,614,14.31,28.56,0.43,0.016,0.19,0.18,0.35,-0.08,0.013,-0.004,0.17,0.02,0.16,0.02
"Travis Hamonic","25-26","DET","D",25,311.13,390,14.32,28.54,0.24,0.008,0.17,0.17,0.26,0.02,0.003,-0.005,0.14,0.03,0.16,0.02
"Travis Konecny","25-26","PHI","R",58,849.27,612,14.61,29.23,0.74,0.025,0.21,0.21,0.52,-0.22,0.022,-0.003,0.2,0.02,0.19,0.02
"Travis Mitchell","25-26","NYI","D",9,102.53,147,13.74,27.68,1.17,0.055,0.22,0.22,0.63,-0.55,0.021,-0.034,0.15,0.07,0.15,0.07
"Travis Sanheim","25-26","PHI","D",59,1130.27,612,14.58,29.16,0.67,0.024,0.22,0.22,0.51,-0.15,0.025,0.001,0.21,0.01,0.2,0.01
"Trent Frederic","25-26","EDM","C",58,622.87,607,13.94,27.85,-0.14,-0.009,0.16,0.14,0.08,0.22,-0.004,0.005,0.15,0.01,0.14,0
"Trevor Moore","25-26","L.A","L",47,626.02,563,14.5,29,0.34,0.013,0.19,0.18,0.35,0.01,0.017,0.004,0.19,0.01,0.18,0.01
"Trevor Van Riemsdyk","25-26","WSH","D",48,652.18,578,14.13,28.2,0.28,0.007,0.16,0.16,0.2,-0.07,0.003,-0.004,0.14,0.02,0.14,0.02
"Trevor Zegras","25-26","PHI","C",59,901.4,612,14.55,29.11,0.73,0.029,0.22,0.22,0.51,-0.22,0.024,-0.005,0.2,0.02,0.19,0.02
"Troy Stecher","25-26","EDM","D",6,79.75,92,14.42,28.69,0.54,-0.001,0.16,0.13,0.33,-0.21,-0.01,-0.009,0.11,0.06,0.1,0.03
"Troy Stecher","25-26","TOR","D",41,727.48,530,14.27,28.57,0.62,0.027,0.2,0.21,0.39,-0.23,0.022,-0.005,0.18,0.02,0.19,0.02
"Troy Terry","25-26","ANA","R",46,619.63,543,14.67,29.29,0.47,0.018,0.21,0.21,0.37,-0.1,0.015,-0.003,0.19,0.02,0.19,0.02
"Ty Dellandrea","25-26","S.J","C",42,477.87,490,14.12,28.15,0.43,0.015,0.19,0.18,0.41,-0.01,0.008,-0.007,0.16,0.03,0.16,0.02
"Ty Emberson","25-26","EDM","D",56,809.73,588,14.02,27.97,-0.27,-0.012,0.15,0.12,-0.04,0.23,-0.009,0.004,0.14,0.01,0.12,0
"Tye Kartye","25-26","SEA","L",40,378.25,494,14.03,27.96,-0.04,0.005,0.15,0.17,0.05,0.09,0.005,0,0.14,0.01,0.16,0.01
"Tyler Bertuzzi","25-26","CHI","L",56,817.23,630,14.68,29.34,0.48,0.021,0.22,0.21,0.41,-0.07,0.019,-0.002,0.2,0.02,0.19,0.02
"Tyler Kleven","25-26","OTT","D",54,814.7,595,14.04,28.01,0.26,0.005,0.17,0.15,0.18,-0.08,-0.001,-0.006,0.14,0.03,0.12,0.03
"Tyler Myers","25-26","VAN","D",57,972.52,633,14.38,28.7,0.21,0.014,0.2,0.2,0.24,0.04,0.015,0.001,0.19,0.02,0.19,0.01
"Tyler Pitlick","25-26","MIN","C",31,239.75,425,13.74,27.43,0.2,0.009,0.16,0.16,0.1,-0.1,0.004,-0.005,0.14,0.02,0.13,0.02
"Tyler Seguin","25-26","DAL","C",27,375.1,397,14.58,29.23,0.65,0.022,0.18,0.19,0.48,-0.17,0.022,0.001,0.17,0.01,0.18,0.01
"Tyler Toffoli","25-26","S.J","C",57,684.1,554,14.66,29.21,0.63,0.021,0.21,0.21,0.55,-0.08,0.018,-0.003,0.19,0.02,0.19,0.02
"Tyler Tucker","25-26","STL","D",54,696.45,584,13.99,27.92,0.2,0.006,0.15,0.16,0.11,-0.09,0.001,-0.004,0.13,0.02,0.14,0.02
"Tyson Foerster","25-26","PHI","R",21,282.52,285,14.66,29.32,0.5,0.018,0.18,0.18,0.33,-0.17,0.021,0.002,0.17,0.01,0.18,0.01
"Tyson Jost","25-26","NSH","C",46,473.5,508,14.02,27.98,0.01,0.001,0.17,0.15,0.05,0.05,-0.002,-0.003,0.15,0.02,0.14,0.01
"Tyson Kozak","25-26","BUF","C",38,383.33,444,14.14,28.28,0.69,0.031,0.21,0.21,0.53,-0.16,0.025,-0.006,0.17,0.03,0.18,0.03
"Urho Vaakanainen","25-26","NYR","D",27,359.73,346,14,27.91,0.27,0.012,0.19,0.18,0.25,-0.02,0.021,0.009,0.19,0,0.18,0
"Uvis Balinskis","25-26","FLA","D",50,718.78,588,14.07,28.15,0.43,0.017,0.2,0.18,0.26,-0.17,0.009,-0.008,0.17,0.03,0.16,0.03
"Valeri Nichushkin","25-26","COL","R",49,658.83,549,14.59,29.19,0.54,0.017,0.22,0.21,0.44,-0.1,0.016,-0.002,0.2,0.01,0.19,0.02
"Vasily Podkolzin","25-26","EDM","R",61,864.87,630,14.61,29.18,0.21,0.005,0.19,0.18,0.28,0.07,0.008,0.003,0.17,0.02,0.17,0.01
"Victor Hedman","25-26","T.B","D",24,344.58,354,14.25,28.48,0.52,0.019,0.2,0.21,0.46,-0.06,0.019,0,0.18,0.02,0.19,0.02
"Victor Mancini","25-26","VAN","D",10,130.1,165,13.9,27.79,0.06,0.007,0.19,0.19,-0.05,-0.11,0.001,-0.005,0.15,0.04,0.16,0.03
"Victor Olofsson","25-26","COL","L",58,626.85,590,14.13,28.27,0.11,0.01,0.18,0.17,0.15,0.04,0.006,-0.004,0.16,0.02,0.15,0.02
"Victor Soderstrom","25-26","BOS","D",8,108.5,127,13.65,27.25,-0.2,-0.013,0.09,0.08,-0.28,-0.07,-0.022,-0.009,0.07,0.01,0.08,0
"Viktor Arvidsson","25-26","BOS","L",47,566.32,542,14.46,28.93,0.32,0.016,0.2,0.2,0.31,-0.01,0.015,-0.001,0.19,0.02,0.19,0.01
"Ville Koivunen","25-26","PIT","R",27,316.37,392,13.91,27.71,0.15,0.008,0.17,0.16,0.06,-0.09,0.003,-0.005,0.15,0.02,0.14,0.02
"Vince Dunn","25-26","SEA","D",58,1070.5,600,14.67,29.26,0.26,0.013,0.21,0.21,0.3,0.03,0.018,0.005,0.2,0.01,0.2,0.01
"Vincent Desharnais","25-26","S.J","D",30,389.73,372,14.08,28.2,0.46,0.013,0.16,0.16,0.48,0.03,0.008,-0.005,0.14,0.02,0.14,0.02
"Vincent Iorio","25-26","S.J","D",21,308.83,303,14.27,28.42,0.27,0.014,0.16,0.17,0.26,-0.01,0.011,-0.004,0.13,0.03,0.15,0.02
"Vincent Trocheck","25-26","NYR","C",45,682.85,502,14.63,29.29,0.99,0.038,0.25,0.26,0.7,-0.28,0.035,-0.003,0.23,0.02,0.24,0.02
"Vinnie Hinostroza","25-26","MIN","C",46,452.73,549,14.04,28.03,0.27,0.007,0.15,0.15,0.22,-0.06,0.009,0.002,0.14,0.01,0.14,0.01
"Vladimir Tarasenko","25-26","MIN","R",53,633.45,598,14.3,28.6,0.25,0.006,0.17,0.17,0.21,-0.04,0.01,0.004,0.16,0.01,0.16,0.01
"Vladislav Gavrikov","25-26","NYR","D",59,1179.27,598,14.47,28.93,0.61,0.021,0.22,0.22,0.44,-0.17,0.023,0.002,0.21,0.01,0.21,0.01
"Vladislav Kolyachonok","25-26","DAL","D",11,134.58,198,13.82,27.53,-0.46,-0.031,0.07,0.09,-0.11,0.35,-0.02,0.011,0.08,0,0.1,-0.01
"Vladislav Namestnikov","25-26","WPG","C",57,651.15,609,14.18,28.34,0.34,0.013,0.18,0.18,0.24,-0.1,0.01,-0.003,0.15,0.02,0.16,0.02
"Warren Foegele","25-26","L.A","L",46,582.75,539,14.55,29.08,0.42,0.025,0.22,0.21,0.38,-0.03,0.025,0,0.21,0.02,0.2,0.01
"Will Cuylle","25-26","NYR","L",59,783.22,595,14.43,28.86,0.66,0.024,0.22,0.23,0.46,-0.2,0.025,0.001,0.21,0.01,0.21,0.01
"Will Smith","25-26","S.J","C",44,611.83,519,14.71,29.34,0.84,0.027,0.2,0.2,0.63,-0.21,0.02,-0.007,0.18,0.02,0.18,0.03
"William Borgen","25-26","NYR","D",52,839.6,565,14.4,28.8,0.6,0.02,0.21,0.22,0.43,-0.18,0.022,0.002,0.2,0.01,0.2,0.02
"William Carrier","25-26","CAR","L",48,527.87,561,14.24,28.47,0.36,0.013,0.19,0.19,0.28,-0.07,0.008,-0.005,0.17,0.02,0.16,0.02
"William Eklund","25-26","S.J","L",53,791.2,531,14.7,29.27,0.62,0.025,0.21,0.21,0.5,-0.12,0.019,-0.006,0.18,0.03,0.19,0.03
"William Karlsson","25-26","VGK","C",14,175.53,202,14.32,28.86,1.08,0.022,0.22,0.19,0.91,-0.18,0.017,-0.005,0.2,0.02,0.17,0.01
"William Nylander","25-26","TOR","R",43,646.82,525,14.57,29.19,0.74,0.024,0.21,0.21,0.49,-0.24,0.02,-0.004,0.18,0.03,0.18,0.03
"Wyatt Johnston","25-26","DAL","C",59,906.3,628,14.65,29.34,0.61,0.021,0.21,0.22,0.45,-0.16,0.021,0,0.2,0.01,0.2,0.02
"Wyatt Kaiser","25-26","CHI","D",57,963.08,633,14.26,28.51,0.33,0.011,0.19,0.18,0.31,-0.03,0.009,-0.002,0.18,0.02,0.17,0.02
"Yakov Trenin","25-26","MIN","C",60,709.37,618,14.05,28.06,0.29,0.013,0.17,0.17,0.23,-0.06,0.012,-0.002,0.15,0.02,0.16,0.02
"Yan Kuznetsov","25-26","CGY","D",44,808.25,546,14.38,28.7,0.16,0.003,0.2,0.18,0.19,0.03,0.007,0.004,0.19,0.01,0.17,0.01
"Yanni Gourde","25-26","T.B","C",58,808.45,599,14.64,29.3,0.49,0.012,0.22,0.22,0.42,-0.07,0.018,0.006,0.21,0,0.21,0.01
"Yegor Chinakhov","25-26","CBJ","R",29,286.58,395,14.02,27.92,0.35,0.017,0.18,0.2,0.42,0.07,0.019,0.002,0.17,0.01,0.18,0.01
"Yegor Chinakhov","25-26","PIT","R",20,249.02,282,14.53,28.91,0.05,-0.007,0.15,0.13,0.1,0.05,-0.007,0,0.13,0.02,0.11,0.02
"Yegor Sharangovich","25-26","CGY","C",54,711.37,602,14.49,28.88,0.14,0.011,0.18,0.18,0.2,0.06,0.013,0.002,0.17,0.01,0.17,0.01
"Zach Aston-Reese","25-26","CBJ","C/L",26,230.9,348,13.88,27.67,0.28,0.015,0.16,0.17,0.3,0.02,0.014,-0.001,0.14,0.02,0.15,0.01
"Zach Benson","25-26","BUF","L",43,569.18,496,14.35,28.65,0.28,0.012,0.18,0.18,0.22,-0.06,0.008,-0.004,0.16,0.02,0.16,0.02
"Zach Bogosian","25-26","MIN","D",27,376.13,406,14.15,28.35,0.43,0.02,0.19,0.19,0.24,-0.19,0.012,-0.009,0.16,0.03,0.16,0.03
"Zach Hyman","25-26","EDM","L",42,657.25,500,14.65,29.27,0.49,0.014,0.2,0.2,0.37,-0.12,0.013,-0.001,0.19,0.01,0.18,0.02
"Zach Metsa","25-26","BUF","D",29,278.53,385,13.79,27.59,0.11,0.006,0.15,0.16,-0.01,-0.13,-0.007,-0.014,0.1,0.05,0.12,0.04
"Zach Werenski","25-26","CBJ","D",54,1151.9,609,14.6,29.15,0.56,0.025,0.22,0.22,0.47,-0.08,0.024,-0.001,0.21,0.02,0.2,0.02
"Zach Whitecloud","25-26","CGY","D",10,206.48,164,14.74,29.39,0.49,0.019,0.23,0.23,0.61,0.12,0.029,0.009,0.22,0.01,0.22,0.01
"Zach Whitecloud","25-26","VGK","D",47,789.93,524,14.24,28.54,0.36,0.007,0.17,0.16,0.3,-0.06,0.004,-0.003,0.15,0.02,0.15,0.02
"Zachary Bolduc","25-26","MTL","R",58,667.75,586,14.21,28.41,0.37,0.016,0.2,0.18,0.26,-0.11,0.008,-0.008,0.17,0.03,0.16,0.03
"Zack Ostapchuk","25-26","S.J","C",34,302.58,411,13.69,27.28,0.3,0.011,0.15,0.15,0.2,-0.1,-0.001,-0.012,0.12,0.04,0.11,0.04
"Zakhar Bardakov","25-26","COL","C",44,302.53,494,13.66,27.37,-0.08,-0.003,0.14,0.13,-0.02,0.06,-0.007,-0.004,0.11,0.02,0.11,0.02
"Zayne Parekh","25-26","CGY","D",15,184.43,218,13.82,27.38,-0.49,-0.012,0.13,0.14,-0.34,0.16,-0.024,-0.012,0.11,0.02,0.11,0.03
"Zeev Buium","25-26","MIN","D",31,467.47,457,14.12,28.22,0.4,0.013,0.16,0.16,0.21,-0.19,0.008,-0.005,0.13,0.03,0.14,0.02
"Zeev Buium","25-26","VAN","D",22,375,302,14.25,28.34,-0.4,-0.015,0.15,0.15,-0.19,0.21,-0.01,0.004,0.14,0.01,0.14,0.01
"Zemgus Girgensons","25-26","T.B","C",51,662.2,564,14.63,29.29,0.52,0.012,0.22,0.23,0.41,-0.11,0.017,0.005,0.22,0,0.22,0.01
