"Player","Season","Team","Position","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Charle-Edouard D'astous","25-26","T.B","D",46,778.17,28,13.35,27.24,0.97,0.063,0.33,0.33,0.24,-0.73,0.038,-0.026,0.29,0.04,0.28,0.04
"Charles-Alexis Legault","25-26","CAR","D",8,101.57,20,13.1,25.97,3.56,0.093,0.24,0.25,2.21,-1.35,0.083,-0.01,0.22,0.02,0.23,0.02
"Charlie Coyle","25-26","CBJ","C",58,778.97,28,15.52,30.34,0.8,0.083,0.32,0.25,1.09,0.29,0.056,-0.027,0.24,0.08,0.2,0.05
"Charlie McAvoy","25-26","BOS","D",47,818.37,26,13.56,27.56,0.15,-0.04,0.27,0.22,0.32,0.17,-0.015,0.025,0.34,-0.06,0.24,-0.02
"Chris Kreider","25-26","ANA","L",52,663.12,23,14.85,29.86,1.17,0.029,0.22,0.27,1.48,0.31,0.073,0.044,0.29,-0.07,0.31,-0.04
"Chris Tanev","25-26","TOR","D",11,170.45,22,14.66,28.61,-0.79,-0.01,0.29,0.28,-0.31,0.48,-0.015,-0.005,0.28,0.01,0.25,0.03
"Christian Dvorak","25-26","PHI","C",58,824.38,26,15.54,30.87,-0.51,0.025,0.18,0.27,-0.54,-0.04,0.004,-0.02,0.18,0,0.23,0.04
"Claude Giroux","25-26","OTT","R",59,723.38,26,15.15,30.8,1.67,0.104,0.34,0.34,0.38,-1.29,0.028,-0.077,0.22,0.12,0.22,0.12
"Clayton Keller","25-26","UTA","R",59,882.58,25,15.14,30.82,1.33,0.056,0.41,0.36,0.18,-1.15,0.031,-0.025,0.33,0.07,0.3,0.05
"Cody Ceci","25-26","L.A","D",59,905.43,23,13.57,26.95,0.75,0.006,0.08,0.08,0.5,-0.24,-0.02,-0.026,0.02,0.05,0.03,0.05
"Cody Glass","25-26","N.J","C",48,597.98,29,14.99,29.57,0.95,-0.022,0.13,0.09,0.39,-0.56,-0.036,-0.015,0.05,0.09,0.02,0.07
"Cole Caufield","25-26","MTL","R",59,854.48,27,15.97,32.03,0.97,0.059,0.32,0.25,0.86,-0.11,0.054,-0.005,0.28,0.03,0.22,0.03
"Cole Koepke","25-26","WPG","L",42,341.62,27,13.46,27.02,-0.49,-0.019,0.02,0.07,-0.38,0.11,-0.013,0.005,0.08,-0.05,0.08,-0.01
"Cole Perfetti","25-26","WPG","C",44,538.83,26,14.7,29.45,-0.67,-0.011,0.03,0.09,-0.76,-0.08,-0.01,0.002,0,0.02,0.08,0.01
"Cole Reinhardt","25-26","VGK","L",41,395.53,27,14.29,27.42,-0.57,-0.006,0.12,0.07,-0.51,0.07,-0.035,-0.029,0.08,0.04,0.04,0.03
"Cole Schwindt","25-26","FLA","R",22,175.38,24,12.63,26.41,0.69,0.028,0.22,0.16,0,-0.69,-0.014,-0.043,0.11,0.11,0.06,0.1
"Cole Sillinger","25-26","CBJ","C",57,787.22,28,15.53,30.37,1.63,0.11,0.33,0.35,1.5,-0.12,0.081,-0.029,0.25,0.08,0.29,0.05
"Cole Smith","25-26","NSH","R",40,476.75,25,13.92,28.03,-0.19,0.018,0.03,0.03,-0.45,-0.26,0.002,-0.015,-0.01,0.04,0,0.03
"Colin Blackwell","25-26","DAL","C",48,451.5,24,13.52,27.07,-0.58,-0.002,0.16,0.17,-1.81,-1.23,-0.059,-0.058,0.05,0.12,0.04,0.13
"Colin Miller","25-26","WPG","D",15,193.27,25,13.36,26.84,-0.41,-0.048,0.05,0.13,-0.17,0.24,-0.012,0.036,0.12,-0.07,0.19,-0.06
"Collin Graf","25-26","S.J","R",56,718.1,27,14.5,29.78,-0.97,-0.051,0.22,0.15,-0.54,0.43,-0.022,0.029,0.23,-0.01,0.19,-0.04
"Colton Dach","25-26","CHI","C",53,566.45,25,13.88,27.73,-0.85,-0.082,0.12,0.05,-1,-0.15,-0.064,0.018,0.11,0,0.04,0.01
"Colton Parayko","25-26","STL","D",58,1105.78,29,14.15,28.11,-0.31,0.013,0.24,0.19,-0.41,-0.09,0.004,-0.009,0.17,0.06,0.16,0.04
"Colton Sissons","25-26","VGK","C",43,432.15,24,14.31,27.43,-0.11,-0.001,0.06,0.14,-0.61,-0.51,-0.044,-0.042,0.01,0.06,0.05,0.09
"Colton White","25-26","N.J","D",23,278.28,26,13.25,26.04,0.22,0.001,0.08,0.05,-0.12,-0.33,-0.028,-0.029,0.02,0.06,0.02,0.04
"Connor Bedard","25-26","CHI","C",46,767.73,24,14.54,29.05,-1.58,-0.1,0.01,-0.04,-0.53,1.05,-0.028,0.072,0.11,-0.11,0.07,-0.1
"Connor Brown","25-26","N.J","R",53,710.18,29,14.92,29.39,1.16,-0.01,0.15,0.14,0.56,-0.59,-0.023,-0.013,0.09,0.07,0.1,0.04
"Connor Clifton","25-26","PIT","D",28,409.85,33,13.05,25.83,1.11,0.065,0.24,0.31,0.92,-0.2,0.055,-0.01,0.19,0.05,0.26,0.06
"Connor Dewar","25-26","PIT","C",58,623.22,36,14.03,27.71,2.56,0.108,0.36,0.3,1.26,-1.3,0.043,-0.064,0.21,0.15,0.14,0.16
"Connor McDavid","25-26","EDM","C",61,1066.7,29,15.95,31.28,0.56,0.08,0.21,0.3,0.72,0.16,0.121,0.042,0.3,-0.09,0.35,-0.05
"Connor McMichael","25-26","WSH","C",58,750.92,24,14.74,29.9,0.9,0.052,0.25,0.3,0.88,-0.02,0.071,0.018,0.26,-0.01,0.3,0
"Connor Murphy","25-26","CHI","D",59,783.72,25,13.68,27.35,-0.94,-0.088,0.06,0.03,-0.78,0.16,-0.047,0.04,0.1,-0.04,0.08,-0.05
"Connor Zary","25-26","CGY","C",56,708.48,30,14.9,29.9,0.49,0.004,0.06,0.05,0.8,0.31,-0.001,-0.005,0.04,0.02,0.03,0.02
"Conor Garland","25-26","VAN","R",48,669.13,31,15.34,30.66,-1.43,-0.088,0.01,-0.05,-0.78,0.65,-0.044,0.044,0.06,-0.05,-0.01,-0.04
"Conor Geekie","25-26","T.B","C",6,56.48,19,13.37,27.37,1.26,0.092,0.2,0.33,0.54,-0.72,0.061,-0.031,0.16,0.04,0.27,0.05
"Conor Sheary","25-26","NYR","L",39,507.37,28,15.01,29.69,-0.62,-0.005,0.17,0.15,-0.57,0.05,-0.044,-0.04,0.08,0.1,0.07,0.08
"Conor Timmins","25-26","BUF","D",33,523.55,27,14,28.19,0.24,0.014,0.25,0.24,0.25,0,0.024,0.01,0.24,0.01,0.24,0
"Corey Perry","25-26","L.A","R",48,528.03,23,14.48,28.7,1.33,0.019,0.09,0.09,1.03,-0.3,-0.01,-0.029,0.03,0.05,0.03,0.06
"Curtis Douglas","25-26","T.B","C",29,172.88,27,12.77,26.08,0.66,0.056,0.2,0.25,-0.26,-0.92,0.017,-0.039,0.09,0.11,0.15,0.09
"Curtis Lazar","25-26","EDM","C",37,306.88,29,13.62,26.73,-0.86,-0.035,-0.11,0.06,-0.99,-0.13,-0.03,0.005,-0.07,-0.04,0.04,0.02
"Cutter Gauthier","25-26","ANA","L",57,801.25,23,14.91,29.93,0.66,0.013,0.13,0.21,1.5,0.84,0.085,0.072,0.25,-0.11,0.3,-0.09
"Daemon Hunt","25-26","MIN","D",28,303.57,28,13.04,25.74,-0.69,-0.005,0.12,0.09,0.28,0.97,0.007,0.012,0.13,0,0.13,-0.04
"Dakota Joshua","25-26","TOR","C",38,428.92,25,14.5,28.3,-1.4,-0.04,0.19,0.14,-0.57,0.83,-0.043,-0.003,0.16,0.03,0.11,0.03
"Dakota Mermis","25-26","TOR","D",11,135.57,23,13.64,26.59,-0.87,-0.016,0.26,0.24,-0.14,0.73,-0.019,-0.002,0.24,0.01,0.23,0
"Dalibor Dvorsky","25-26","STL","R",49,597.3,28,14.71,29.28,-0.48,-0.018,0.09,0.07,-0.5,-0.02,-0.025,-0.007,0.06,0.03,0.06,0.02
"Damon Severson","25-26","CBJ","D",57,1073.33,28,14.58,28.53,0.64,0.028,0.3,0.23,0.83,0.19,0.038,0.011,0.27,0.03,0.23,-0.01
"Daniil but","25-26","UTA","L",28,310.68,22,14.33,29.18,1.9,0.104,0.37,0.27,1.22,-0.68,0.075,-0.029,0.29,0.08,0.22,0.04
"Danila Yurov","25-26","MIN","R",53,655.82,29,15.35,30.35,-0.93,0.027,0.22,0.15,0.02,0.95,0.015,-0.013,0.16,0.06,0.14,0.01
"Dante Fabbro","25-26","CBJ","D",52,742.68,28,13.43,26.31,0.95,0.023,0.19,0.16,0.95,0,0.031,0.008,0.17,0.02,0.15,0.01
"Danton Heinen","25-26","CBJ","L",14,142.15,24,14.59,28.59,1.23,0.046,0.23,0.2,1.29,0.06,0.033,-0.013,0.14,0.09,0.14,0.05
"Danton Heinen","25-26","PIT","L",13,137.07,27,14.03,27.68,2.78,0.093,0.19,0.21,1.42,-1.36,0.042,-0.051,0.08,0.11,0.1,0.11
"Darnell Nurse","25-26","EDM","D",61,1160.2,29,14,27.39,0.08,-0.005,0.12,0.21,0.03,-0.05,0.023,0.028,0.19,-0.06,0.23,-0.02
"Darren Raddysh","25-26","T.B","D",52,891.48,30,14.15,28.85,3.29,0.15,0.42,0.5,1.67,-1.61,0.096,-0.054,0.35,0.07,0.4,0.11
"David Jiricek","25-26","MIN","D",25,279.13,28,12.9,25.47,-1.39,-0.019,0.08,0.02,-0.28,1.11,-0.016,0.003,0.05,0.03,0.03,0
"David Kampf","25-26","VAN","C",36,477.57,28,14.89,29.8,-1.19,-0.092,-0.06,-0.07,-0.31,0.88,-0.027,0.065,0.05,-0.11,0.01,-0.08
"David Pastrnak","25-26","BOS","R",54,864.9,28,14.66,29.83,-0.68,-0.066,0.23,0.2,0.1,0.79,-0.032,0.034,0.25,-0.03,0.24,-0.03
"David Perron","25-26","OTT","L",49,546.48,25,14.51,29.48,1.65,0.087,0.28,0.31,0.52,-1.14,0.02,-0.067,0.17,0.11,0.19,0.12
"David Tomasek","25-26","EDM","R",22,195.5,25,14.17,27.72,-0.66,0,0,0.08,-0.58,0.08,0.004,0.004,0.01,-0.01,0.05,0.03
"Dawson Mercer","25-26","N.J","C",60,853.7,31,15.49,30.51,1.44,0.017,0.09,0.08,1.13,-0.31,0.02,0.003,0.05,0.04,0.06,0.02
"Declan Carlile","25-26","T.B","D",35,461.3,27,12.77,26.02,1.34,0.055,0.25,0.31,0.44,-0.9,0.034,-0.02,0.2,0.05,0.25,0.07
"Declan Chisholm","25-26","WSH","D",24,315.4,24,13.22,26.79,0.15,0.041,0.21,0.24,0.47,0.33,0.064,0.023,0.21,0,0.26,-0.02
"Dennis Cholowski","25-26","N.J","D",15,212,26,13.3,26.13,0.35,-0.004,0.12,0.02,0.41,0.06,-0.015,-0.011,0.08,0.04,0.01,0.02
"Denton Mateychuk","25-26","CBJ","D",51,869.85,28,14.52,28.39,1.57,0.077,0.3,0.28,1.61,0.03,0.073,-0.004,0.27,0.04,0.27,0.01
"Denver Barkey","25-26","PHI","C",24,277.32,21,15.25,30.28,0.73,0.056,0.16,0.2,-0.3,-1.03,-0.005,-0.061,0.09,0.07,0.11,0.09
"Devon Toews","25-26","COL","D",45,821.5,25,14.75,30.12,3.06,0.127,0.56,0.61,3.01,-0.04,0.114,-0.013,0.52,0.04,0.58,0.03
"Dmitri Simashev","25-26","UTA","D",24,364.92,22,13.75,27.97,1.32,0.04,0.36,0.36,0.66,-0.65,0.037,-0.003,0.35,0.01,0.35,0.01
"Dmitri Voronkov","25-26","CBJ","L",58,689.73,28,15.88,31.04,1.08,0.042,0.22,0.3,1.35,0.27,0.067,0.025,0.22,0,0.33,-0.03
"Dmitry Orlov","25-26","S.J","D",57,996.6,27,13.79,28.32,-1.29,-0.041,0.29,0.25,-0.86,0.43,-0.019,0.022,0.31,-0.02,0.3,-0.04
"Dominic James","25-26","T.B","C",43,488.35,28,13.7,27.91,1.05,0.08,0.33,0.28,0.15,-0.91,0.033,-0.047,0.25,0.08,0.19,0.09
"Donovan Sebrango","25-26","FLA","D",19,227.12,24,12.08,25.25,0.97,0.041,0.14,0.14,0.53,-0.43,0.006,-0.035,0.09,0.06,0.08,0.06
"Dougie Hamilton","25-26","N.J","D",55,963.98,30,14.3,28.17,0.86,0.009,0.07,0.04,0.4,-0.46,0.004,-0.005,0.03,0.04,0.02,0.02
"Drake Batherson","25-26","OTT","R",56,783.17,25,14.59,29.69,1.67,0.094,0.36,0.37,0.66,-1.01,0.035,-0.059,0.25,0.1,0.24,0.12
"Drew Doughty","25-26","L.A","D",50,963.23,23,13.92,27.62,0.74,0.013,0.1,0.09,0.43,-0.31,-0.017,-0.03,0.05,0.05,0.04,0.04
"Drew Helleson","25-26","ANA","D",49,764.92,23,13.6,27.32,1.22,0.023,0.16,0.19,1.43,0.21,0.073,0.051,0.26,-0.1,0.26,-0.06
"Drew O'Connor","25-26","VAN","L",59,727.85,32,14.58,29.2,-0.99,-0.099,-0.04,-0.08,-0.55,0.44,-0.049,0.05,0.06,-0.1,-0.02,-0.06
"Dylan Cozens","25-26","OTT","C",59,790.1,26,14.47,29.45,1.2,0.09,0.32,0.31,0.5,-0.7,0.03,-0.06,0.23,0.1,0.21,0.1
"Dylan Demelo","25-26","WPG","D",58,1091.23,27,14.59,29.29,-0.24,-0.001,0.3,0.29,-0.37,-0.12,0.009,0.01,0.3,0,0.29,0
"Dylan Guenther","25-26","UTA","R",57,736.08,25,14.67,29.84,1.42,0.087,0.38,0.32,0.53,-0.89,0.056,-0.031,0.3,0.08,0.26,0.06
"Dylan Holloway","25-26","STL","L",36,533.53,27,15.02,29.82,-0.33,0.024,0.15,0.2,-0.51,-0.17,-0.007,-0.031,0.06,0.09,0.13,0.06
"Dylan Larkin","25-26","DET","C",60,878.25,24,15.56,30.92,1.1,0.046,0.25,0.25,0.34,-0.76,0.003,-0.043,0.14,0.11,0.15,0.1
"Dylan McIlrath","25-26","WSH","D",11,99.42,22,12.56,25.47,-0.08,0.029,0.18,0.18,0.24,0.32,0.036,0.007,0.17,0.01,0.2,-0.01
"Dylan Samberg","25-26","WPG","D",42,766.93,25,13.63,27.28,0.4,-0.024,0.1,0.12,0.21,-0.18,-0.001,0.023,0.13,-0.03,0.14,-0.02
"Dylan Strome","25-26","WSH","C",60,864,24,14.91,30.23,0.5,0.021,0.22,0.25,1.04,0.53,0.08,0.059,0.28,-0.06,0.32,-0.07
"Easton Cowan","25-26","TOR","R",44,524.2,26,14.98,29.24,-1.23,-0.027,0.26,0.18,-0.38,0.86,-0.018,0.01,0.24,0.02,0.17,0.01
"Eeli Tolvanen","25-26","SEA","R",58,746.45,25,15.28,30.1,-2.83,-0.177,-0.05,-0.03,-1.29,1.54,-0.096,0.082,0.05,-0.1,0.07,-0.11
"Eetu Luostarinen","25-26","FLA","C",51,666.27,26,14.95,31.25,0.71,0.014,0.12,0.14,0.19,-0.52,0.001,-0.014,0.13,-0.01,0.12,0.02
"Egor Zamula","25-26","CBJ","D",10,138.92,24,13.67,26.77,0.69,0.025,0.22,0.13,0.97,0.29,0.033,0.008,0.18,0.04,0.12,0.01
"Egor Zamula","25-26","PHI","D",13,173.65,22,13.33,26.41,-0.91,-0.002,0.14,0.19,-0.99,-0.08,-0.023,-0.022,0.13,0.01,0.17,0.02
"Elias Lindholm","25-26","BOS","C",46,609.4,27,15.15,30.84,0.09,-0.052,0.32,0.25,0.36,0.27,-0.024,0.028,0.34,-0.02,0.25,0
"Elias Pettersson","25-26","VAN","C",51,710.82,31,15.27,30.6,-1.24,-0.087,-0.01,-0.13,-0.21,1.03,-0.004,0.083,0.12,-0.13,-0.03,-0.1
"Elias Pettersson (D)","25-26","VAN","D",49,652.48,32,13.58,27.2,-0.8,-0.09,-0.04,-0.04,-0.09,0.71,-0.019,0.07,0.1,-0.14,0.07,-0.11
"Elias Salomonsson","25-26","WPG","D",15,238.38,21,14.13,28.2,0.92,0.016,0.19,0.22,0.08,-0.84,0.006,-0.009,0.16,0.02,0.17,0.05
"Elmer Soderblom","25-26","DET","L",39,408.22,23,14.09,28,-0.53,-0.009,0.04,0.07,-0.01,0.52,-0.013,-0.004,-0.01,0.05,0.05,0.02
"Emil Andrae","25-26","PHI","D",42,668.52,27,13.6,27,-0.9,0.008,0.15,0.2,-1.06,-0.16,-0.023,-0.031,0.12,0.03,0.16,0.03
"Emil Heineman","25-26","NYI","L",60,829.35,27,15.23,30.38,0.85,0.005,0.17,0.23,0.3,-0.55,0.014,0.008,0.17,0,0.21,0.02
"Emil Martinsen Lilleberg","25-26","T.B","D",34,517.45,28,13.43,27.37,1.9,0.117,0.35,0.42,0.78,-1.13,0.076,-0.041,0.27,0.08,0.33,0.09
"Emmitt Finnie","25-26","DET","C",60,781.22,24,15.54,30.89,0.9,0.021,0.27,0.25,0.63,-0.28,0.005,-0.015,0.21,0.07,0.21,0.04
"Eric Robinson","25-26","CAR","L",46,479.08,24,14,27.72,3.5,0.079,0.3,0.22,1.97,-1.53,0.062,-0.017,0.24,0.06,0.14,0.08
"Erik Cernak","25-26","T.B","D",39,589.83,28,13.68,27.93,1.71,0.129,0.38,0.52,0.81,-0.9,0.082,-0.047,0.29,0.09,0.43,0.09
"Erik Gudbranson","25-26","CBJ","D",16,227.47,24,14,27.43,0.36,0.019,0.25,0.18,0.77,0.41,0.03,0.011,0.22,0.03,0.17,0.01
"Erik Haula","25-26","NSH","L",59,753.37,25,14.68,29.54,0.89,0.043,0.13,0.16,0.84,-0.05,0.059,0.016,0.16,-0.03,0.17,-0.01
"Erik Karlsson","25-26","PIT","D",53,939.2,36,14.02,27.72,0.66,0.026,0.14,0.2,0.31,-0.35,0.05,0.025,0.18,-0.04,0.21,-0.01
"Esa Lindell","25-26","DAL","D",59,1093.7,24,14.28,28.6,-0.01,0.052,0.31,0.28,-0.6,-0.59,0.018,-0.034,0.22,0.09,0.21,0.06
"Ethan Cardwell","25-26","S.J","R",7,79.85,24,13.7,28.09,-2.35,-0.085,0.07,0.04,-1.29,1.06,-0.053,0.031,0.07,0,0.08,-0.04
"Ethen Frank","25-26","WSH","C",51,559.73,24,14.02,28.41,0.78,0.026,0.1,0.18,0.68,-0.1,0.031,0.005,0.07,0.02,0.16,0.02
"Evan Bouchard","25-26","EDM","D",61,1123.43,29,15.32,30.03,1.72,0.105,0.27,0.34,1.14,-0.58,0.142,0.037,0.34,-0.07,0.37,-0.03
"Evan Rodrigues","25-26","FLA","C",58,776.42,26,14.21,29.72,1.39,0.033,0.12,0.11,0.54,-0.84,0,-0.033,0.07,0.05,0.04,0.08
"Evander Kane","25-26","VAN","L",58,841.77,32,14.95,29.96,-1.38,-0.088,-0.03,-0.04,-0.56,0.83,-0.034,0.054,0.07,-0.1,0.03,-0.07
"Evgeni Malkin","25-26","PIT","C",43,605.57,35,14.47,28.59,0.3,0.04,0.2,0.27,0.61,0.31,0.064,0.024,0.23,-0.04,0.28,-0.01
"Evgeny Dadonov","25-26","N.J","L",17,171.32,25,15.02,29.65,-0.07,-0.018,0.06,0.05,-0.07,0.01,-0.025,-0.007,0,0.06,0.02,0.03
"Fabian Zetterlund","25-26","OTT","L",59,714.68,26,14.34,29.18,1.51,0.079,0.3,0.29,0.68,-0.82,0.024,-0.055,0.21,0.09,0.19,0.1
"Fedor Svechkov","25-26","NSH","C",49,548.28,24,13.95,28.08,0.22,0.013,0.14,0.12,0.22,0,0.017,0.004,0.13,0.01,0.12,0
"Filip Chytil","25-26","VAN","C",12,159.82,27,15.01,30.1,-1.18,-0.085,-0.06,-0.1,-0.42,0.76,-0.027,0.058,0.04,-0.1,-0.04,-0.06
"Filip Forsberg","25-26","NSH","L",59,889.2,25,14.9,30,0.92,0.045,0.23,0.2,0.55,-0.37,0.046,0,0.21,0.02,0.19,0.02
"Filip Hallander","25-26","PIT","C",13,153.77,22,15.01,29.67,1.13,0.05,0.07,0.17,1.05,-0.08,0.076,0.026,0.12,-0.05,0.19,-0.01
"Filip Hronek","25-26","VAN","D",59,1163.33,32,13.93,27.93,-0.84,-0.06,0.02,0.02,-0.19,0.65,-0.008,0.052,0.12,-0.1,0.07,-0.06
"Frank Nazar","25-26","CHI","C",43,584.32,25,14.48,28.94,-0.98,-0.096,0.04,0.05,-0.74,0.25,-0.056,0.039,0.07,-0.03,0.1,-0.04
"Frank Vatrano","25-26","ANA","R",38,398.83,21,14.12,28.31,0.77,0.048,0.18,0.21,0.91,0.15,0.049,0.001,0.16,0.03,0.18,0.03
"Fraser Minten","25-26","BOS","C",59,728.33,29,14.19,28.85,-0.17,-0.042,0.19,0.13,0.53,0.7,-0.014,0.029,0.22,-0.03,0.15,-0.03
"Frederick Gaudreau","25-26","SEA","C",46,616.58,24,14.53,28.6,-1.89,-0.126,0.01,0.03,-0.77,1.12,-0.068,0.058,0.08,-0.07,0.09,-0.06
"Gabe Perreault","25-26","NYR","R",26,362.68,27,15.5,30.66,-1.16,-0.022,0.12,0.11,-0.53,0.63,-0.042,-0.02,0.05,0.06,0.09,0.03
"Gabriel Landeskog","25-26","COL","L",44,574.35,24,15.16,30.95,3.85,0.161,0.54,0.53,3.12,-0.73,0.118,-0.043,0.45,0.09,0.46,0.07
"Gabriel Vilardi","25-26","WPG","C",58,866.45,27,16.27,32.62,0.03,-0.013,0.26,0.31,-0.03,-0.06,0.009,0.022,0.26,0,0.32,-0.01
"Gage Goncalves","25-26","T.B","C",54,594.82,30,14.09,28.73,1.53,0.08,0.29,0.34,0.6,-0.93,0.046,-0.035,0.22,0.07,0.27,0.07
"Garnet Hathaway","25-26","PHI","R",50,447.2,27,13.55,26.9,-1.14,-0.044,0.01,0,-1.26,-0.11,-0.064,-0.02,-0.01,0.02,-0.03,0.03
"Gavin Brindley","25-26","COL","C",45,392.15,25,13.37,27.24,3.37,0.131,0.43,0.37,2.64,-0.73,0.068,-0.063,0.31,0.12,0.27,0.1
"Gustav Forsling","25-26","FLA","D",59,1086.52,27,13.62,28.49,0.92,0.017,0.16,0.15,0.7,-0.22,0.027,0.009,0.18,-0.03,0.16,-0.01
"Gustav Nyquist","25-26","WPG","R",37,382.33,25,14.21,28.55,-0.38,-0.005,0,0.11,-0.46,-0.08,-0.007,-0.002,0.01,-0.01,0.1,0.01
"Hampus Lindholm","25-26","BOS","D",45,759.38,28,13.4,27.26,-0.06,-0.049,0.2,0.2,0.44,0.5,-0.023,0.026,0.26,-0.06,0.24,-0.03
"Harrison Brunicke","25-26","PIT","D",9,136.08,21,13.31,26.31,-0.01,0.023,0.04,0.02,0.56,0.57,0.054,0.031,0.18,-0.14,0.14,-0.12
"Hayden Hodgson","25-26","OTT","R",9,56.8,20,13.33,27.07,0.95,0.085,0.3,0.35,-0.02,-0.97,-0.011,-0.096,0.11,0.19,0.16,0.19
"Haydn Fleury","25-26","WPG","D",17,200.83,23,13.07,26.36,-1.09,-0.073,0.02,0.04,-0.35,0.74,-0.03,0.042,0.1,-0.08,0.1,-0.07
